N°,id,name,up_to_date,archived,status,aired_episodes,seen_episodes,runtime,all_images.poster
69,248861,Unforgettable (2011),True,False,Ended,61,61,45,https://artworks.thetvdb.com/banners/posters/248861-2.jpg
70,115991,Kämpfer,True,False,Ended,12,12,25,https://artworks.thetvdb.com/banners/posters/5bf2352a74c16.jpg
71,284073,Shomin Sample,True,False,Ended,12,12,25,https://artworks.thetvdb.com/banners/posters/284073-3.jpg
72,304214,Stan Lee's Lucky Man,True,False,Ended,28,28,50,https://artworks.thetvdb.com/banners/posters/304214-3.jpg
73,368905,Kemono Michi: Rise Up,True,False,Ended,12,12,24,https://artworks.thetvdb.com/banners/posters/5d796bab2b99e.jpg
74,284132,Lord Marksman and Vanadis,True,False,Ended,13,13,25,https://artworks.thetvdb.com/banners/posters/284132-2.jpg
75,275574,Magical Warfare,True,False,Ended,12,12,25,https://artworks.thetvdb.com/banners/posters/275574-3.jpg
76,405920,SPY x FAMILY,False,False,Continuing,50,25,24,https://artworks.thetvdb.com/banners/v4/series/405920/posters/61c9e4093167d.jpg
77,293774,Shimoneta: A Boring World Where the Concept of Dirty Jokes Doesn't Exist,True,False,Ended,12,12,25,https://artworks.thetvdb.com/banners/posters/293774-2.jpg
78,368562,Plunderer,True,False,Ended,24,24,25,https://artworks.thetvdb.com/banners/series/368562/posters/62044450.jpg
79,279981,Celestial Method,True,False,Ended,13,13,25,https://artworks.thetvdb.com/banners/posters/279981-3.jpg
80,75682,Bones,True,False,Ended,246,246,46,https://artworks.thetvdb.com/banners/posters/75682-40.jpg
81,293996,The Asterisk War: The Academy City on the Water,True,False,Ended,24,24,25,https://artworks.thetvdb.com/banners/posters/293996-2.jpg
82,295222,GATE,True,False,Ended,24,24,25,https://artworks.thetvdb.com/banners/series/295222/posters/603679a3d4a53.jpg
83,359095,We Never Learn: BOKUBEN,True,False,Ended,26,26,25,https://artworks.thetvdb.com/banners/posters/5c83ede615a15.jpg
84,314087,The Grand Tour (2016),False,False,Continuing,46,41,71,https://artworks.thetvdb.com/banners/posters/5c447607aa2e8.jpg
85,337017,DARLING in the FRANXX,True,False,Ended,24,24,25,https://artworks.thetvdb.com/banners/posters/337017-3.jpg
86,339277,The Seven Heavenly Virtues,True,False,Ended,10,10,5,https://artworks.thetvdb.com/banners/posters/339277-1.jpg
87,252474,Maken-Ki! Battling Venus,True,False,Ended,22,22,25,https://artworks.thetvdb.com/banners/posters/252474-3.jpg
88,376211,The Millionaire Detective – Balance: UNLIMITED,True,False,Ended,11,11,23,https://artworks.thetvdb.com/banners/series/376211/posters/5e85cefdbd5e5.jpg
89,357431,Assassins Pride,True,False,Ended,12,12,25,https://artworks.thetvdb.com/banners/series/357431/posters/5faa0f7270346.jpg
90,318950,Akashic Records of Bastard Magic Instructor,True,False,Ended,12,12,25,https://artworks.thetvdb.com/banners/series/318950/posters/5ff6e943ca4b0.jpg
91,360011,Senryu Girl,True,False,Ended,12,12,15,https://artworks.thetvdb.com/banners/posters/5c70273462c0d.jpg
92,369144,Welcome to Demon School! Iruma-kun,False,False,Continuing,65,44,25,https://artworks.thetvdb.com/banners/v4/series/369144/posters/622232e70bc41.jpg
93,267434,Devil Survivor 2: The Animation,True,False,Ended,13,13,25,https://artworks.thetvdb.com/banners/posters/267434-1.jpg
94,375271,To Your Eternity,False,False,Continuing,59,20,25,https://artworks.thetvdb.com/banners/v4/series/375271/posters/62bdd9060c5f1.jpg
95,289906,Seraph of the End,True,False,Ended,24,24,25,https://artworks.thetvdb.com/banners/posters/289906-4.jpg
96,336404,Death March to the Parallel World Rhapsody,True,False,Ended,12,12,25,https://artworks.thetvdb.com/banners/posters/336404-3.jpg
97,289177,Death Parade,True,False,Ended,12,13,23,https://artworks.thetvdb.com/banners/posters/289177-4.jpg
98,317703,Dragon ball Z kai,True,False,Ended,0,69,25,https://dg31sz3gwrwan.cloudfront.net/poster/317703/1161052-0-optimized.jpg
99,336406,The Ryuo's Work is Never Done!,True,False,Ended,12,12,25,https://artworks.thetvdb.com/banners/posters/336406-2.jpg
100,289679,Charlotte (2015),True,False,Ended,13,13,25,https://artworks.thetvdb.com/banners/posters/289679-6.jpg
101,291627,Plastic Memories,True,False,Ended,13,13,25,https://artworks.thetvdb.com/banners/v4/series/291627/posters/61e5a002297db.jpg
102,369048,Cautious Hero: The Hero Is Overpowered but Overly Cautious,True,False,Ended,12,12,24,https://artworks.thetvdb.com/banners/series/369048/posters/5fca4c9bda4db.jpg
103,79525,Code Geass: Lelouch of the Rebellion,True,False,Ended,50,50,25,https://artworks.thetvdb.com/banners/v4/series/79525/posters/609303fbd97e3.jpg
104,342316,My Sweet Tyrant,True,False,Ended,25,25,5,https://artworks.thetvdb.com/banners/posters/342316-3.jpg
105,282670,Narcos,True,False,Ended,30,30,52,https://artworks.thetvdb.com/banners/posters/282670-6.jpg
106,305075,Bungo Stray Dogs,False,False,Continuing,60,36,24,https://artworks.thetvdb.com/banners/posters/305075-7.jpg
107,368757,Special 7: Special Crime Investigation Unit,True,False,Ended,12,12,25,https://artworks.thetvdb.com/banners/v4/series/368757/posters/65c00d164b95d.jpg
108,176941,Sherlock,True,False,Ended,12,13,88,https://artworks.thetvdb.com/banners/posters/176941-17.jpg
109,345596,Rascal Does Not Dream of Bunny Girl Senpai,False,False,Ended,26,13,24,https://artworks.thetvdb.com/banners/posters/5bb31494ec079.jpg
110,257645,Marvel's Ultimate Spider-Man,True,False,Ended,104,104,25,https://artworks.thetvdb.com/banners/posters/257645-5.jpg
111,300472,Preacher,False,False,Ended,43,0,45,https://artworks.thetvdb.com/banners/posters/300472-3.jpg
112,322246,Girlboss,True,False,Ended,13,13,27,https://artworks.thetvdb.com/banners/posters/322246-1.jpg
113,303867,KonoSuba – God’s blessing on this wonderful world!!,False,False,Ended,31,22,25,https://artworks.thetvdb.com/banners/posters/303867-2.jpg
114,279986,Terror in Resonance,True,False,Ended,11,11,25,https://artworks.thetvdb.com/banners/posters/279986-7.jpg
115,79824,Naruto Shippuden,True,False,Ended,500,510,23,https://artworks.thetvdb.com/banners/posters/79824-16.jpg
116,272697,Beyond the Boundary,True,False,Ended,12,12,25,https://artworks.thetvdb.com/banners/posters/272697-1.jpg
117,252322,Hunter x Hunter (2011),True,False,Ended,148,148,25,https://artworks.thetvdb.com/banners/v4/series/252322/posters/60808e76cd16f.jpg
118,334706,My Girlfriend Is Shobitch,True,False,Ended,10,11,24,https://artworks.thetvdb.com/banners/posters/334706-4.jpg
119,354602,Wise Man's Grandchild,True,False,Ended,12,12,25,https://artworks.thetvdb.com/banners/posters/5cadad162fb6a.jpg
120,280329,Akame ga Kill!,True,False,Ended,24,24,25,https://artworks.thetvdb.com/banners/v4/series/280329/posters/60aff11312ce8.jpg
121,83462,Castle (2009),True,False,Ended,173,173,45,https://artworks.thetvdb.com/banners/posters/83462-8.jpg
122,399990,Blue Period,True,False,Ended,12,12,24,https://artworks.thetvdb.com/banners/v4/series/399990/posters/613b5de24cb39.jpg
123,295743,Limitless,False,False,Ended,22,0,42,https://artworks.thetvdb.com/banners/posters/295743-3.jpg
124,283937,When Supernatural Battles Became Commonplace,True,False,Ended,12,12,25,https://artworks.thetvdb.com/banners/posters/283937-3.jpg
125,283961,GANGSTA.,True,False,Ended,12,12,25,https://artworks.thetvdb.com/banners/posters/283961-4.jpg
126,81797,One Piece,False,False,Continuing,1154,248,25,https://artworks.thetvdb.com/banners/series/81797/posters/5eec847d52a04.jpg
127,84677,Chrome Shelled Regios,True,False,Ended,24,24,25,https://artworks.thetvdb.com/banners/posters/84677-1.jpg
128,317953,Marvel's Iron Fist,True,False,Ended,23,23,53,https://artworks.thetvdb.com/banners/posters/317953-4.jpg
